-1.404822753906250000e+04,-4.516614843750000000e+04,-1.333375390625000000e+04,-1.763554882812500000e+04,8.203268554687500000e+03,-3.458975000000000000e+04,-3.548109375000000000e+04
-1.412413476562500000e+04,-4.516918750000000000e+04,-1.343259375000000000e+04,-1.771724414062500000e+04,8.134269042968750000e+03,-3.460278125000000000e+04,-3.551225000000000000e+04
-1.418513183593750000e+04,-4.517005859375000000e+04,-1.350512500000000000e+04,-1.776105468750000000e+04,8.080558105468750000e+03,-3.460347265625000000e+04,-3.551088671875000000e+04
-1.415359375000000000e+04,-4.517710156250000000e+04,-1.346120410156250000e+04,-1.771961328125000000e+04,8.110375000000000000e+03,-3.459699218750000000e+04,-3.549421093750000000e+04
-1.408765625000000000e+04,-4.517061718750000000e+04,-1.337476953125000000e+04,-1.765763281250000000e+04,8.167461425781250000e+03,-3.458740234375000000e+04,-3.546837500000000000e+04
-1.404749023437500000e+04,-4.517817187500000000e+04,-1.333328515625000000e+04,-1.762962500000000000e+04,8.207203125000000000e+03,-3.458682031250000000e+04,-3.547465625000000000e+04
-1.412773339843750000e+04,-4.517046093750000000e+04,-1.343599121093750000e+04,-1.770971093750000000e+04,8.134112792968750000e+03,-3.459795312500000000e+04,-3.550587890625000000e+04
-1.419282128906250000e+04,-4.517410546875000000e+04,-1.351433398437500000e+04,-1.776025000000000000e+04,8.073740722656250000e+03,-3.460825781250000000e+04,-3.551620703125000000e+04
-1.416523925781250000e+04,-4.517587109375000000e+04,-1.347132910156250000e+04,-1.772184960937500000e+04,8.100182617187500000e+03,-3.460439062500000000e+04,-3.550035937500000000e+04
-1.409807226562500000e+04,-4.516668359375000000e+04,-1.338113964843750000e+04,-1.765740820312500000e+04,8.159638183593750000e+03,-3.459482421875000000e+04,-3.547438671875000000e+04
-1.405173730468750000e+04,-4.517077343750000000e+04,-1.333779980468750000e+04,-1.762609375000000000e+04,8.200028320312500000e+03,-3.459142578125000000e+04,-3.547751562500000000e+04
-1.411932910156250000e+04,-4.516952343750000000e+04,-1.343769042968750000e+04,-1.770568945312500000e+04,8.134783203125000000e+03,-3.460298046875000000e+04,-3.551202734375000000e+04
-1.419523535156250000e+04,-4.516435937500000000e+04,-1.352609082031250000e+04,-1.776487500000000000e+04,8.060843750000000000e+03,-3.460867968750000000e+04,-3.551694531250000000e+04
-1.417266015625000000e+04,-4.516100781250000000e+04,-1.348746777343750000e+04,-1.772710156250000000e+04,8.079440429687500000e+03,-3.460494921875000000e+04,-3.549691796875000000e+04
-1.408640429687500000e+04,-4.516621484375000000e+04,-1.338498437500000000e+04,-1.765468164062500000e+04,8.155101074218750000e+03,-3.459909375000000000e+04,-3.547892578125000000e+04
-1.405079785156250000e+04,-4.517196093750000000e+04,-1.335121093750000000e+04,-1.764305859375000000e+04,8.188561523437500000e+03,-3.460199609375000000e+04,-3.548603125000000000e+04
-1.413852929687500000e+04,-4.517441796875000000e+04,-1.346361816406250000e+04,-1.773541601562500000e+04,8.108631835937500000e+03,-3.461679296875000000e+04,-3.551964843750000000e+04
-1.419612890625000000e+04,-4.517618359375000000e+04,-1.353398144531250000e+04,-1.777734765625000000e+04,8.058966308593750000e+03,-3.461630468750000000e+04,-3.552369531250000000e+04
-1.417239160156250000e+04,-4.516407031250000000e+04,-1.348755664062500000e+04,-1.773510351562500000e+04,8.082927246093750000e+03,-3.460298046875000000e+04,-3.549541796875000000e+04
-1.409201464843750000e+04,-4.516017968750000000e+04,-1.338417968750000000e+04,-1.766150000000000000e+04,8.152888183593750000e+03,-3.458939062500000000e+04,-3.546996093750000000e+04
-1.405220605468750000e+04,-4.515396484375000000e+04,-1.333779980468750000e+04,-1.763414062500000000e+04,8.191333007812500000e+03,-3.458366796875000000e+04,-3.546596093750000000e+04
-1.411083496093750000e+04,-4.516380078125000000e+04,-1.342383203125000000e+04,-1.770153125000000000e+04,8.140371093750000000e+03,-3.459567187500000000e+04,-3.550594531250000000e+04
-1.418343359375000000e+04,-4.516263671875000000e+04,-1.351073535156250000e+04,-1.776331054687500000e+04,8.068644531250000000e+03,-3.460329296875000000e+04,-3.551987109375000000e+04
-1.414615039062500000e+04,-4.517238281250000000e+04,-1.346627832031250000e+04,-1.772245312500000000e+04,8.099221679687500000e+03,-3.459641015625000000e+04,-3.550304296875000000e+04
-1.408075000000000000e+04,-4.516270703125000000e+04,-1.337807812500000000e+04,-1.766147656250000000e+04,8.160241699218750000e+03,-3.458671093750000000e+04,-3.547525781250000000e+04
-1.405113378906250000e+04,-4.516820312500000000e+04,-1.334423730468750000e+04,-1.764667968750000000e+04,8.190975585937500000e+03,-3.459146875000000000e+04,-3.548330468750000000e+04
-1.413070605468750000e+04,-4.517258593750000000e+04,-1.344701074218750000e+04,-1.773289062500000000e+04,8.120187500000000000e+03,-3.460879296875000000e+04,-3.552042968750000000e+04
-1.419843164062500000e+04,-4.515593359375000000e+04,-1.352787890625000000e+04,-1.777674414062500000e+04,8.057379394531250000e+03,-3.460635546875000000e+04,-3.551528906250000000e+04
-1.415464453125000000e+04,-4.515351953125000000e+04,-1.347546484375000000e+04,-1.772526953125000000e+04,8.095578125000000000e+03,-3.458878906250000000e+04,-3.548654687500000000e+04
-1.407125000000000000e+04,-4.516286328125000000e+04,-1.338000000000000000e+04,-1.766172265625000000e+04,8.169160156250000000e+03,-3.458275390625000000e+04,-3.546736718750000000e+04
-1.403517480468750000e+04,-4.516954687500000000e+04,-1.334341015625000000e+04,-1.764679101562500000e+04,8.205213867187500000e+03,-3.458762500000000000e+04,-3.547700000000000000e+04
-1.410839843750000000e+04,-4.516301953125000000e+04,-1.343824902343750000e+04,-1.772207226562500000e+04,8.140684082031250000e+03,-3.459321484375000000e+04,-3.550315234375000000e+04
-1.417489550781250000e+04,-4.515787890625000000e+04,-1.351681542968750000e+04,-1.776585937500000000e+04,8.079909667968750000e+03,-3.459569531250000000e+04,-3.550614843750000000e+04
-1.414885546875000000e+04,-4.516395703125000000e+04,-1.347718554687500000e+04,-1.772734765625000000e+04,8.103245117187500000e+03,-3.459743750000000000e+04,-3.549302734375000000e+04
-1.406890332031250000e+04,-4.515879296875000000e+04,-1.337950878906250000e+04,-1.765642578125000000e+04,8.173071777343750000e+03,-3.458740234375000000e+04,-3.546501953125000000e+04
-1.402674804687500000e+04,-4.515421093750000000e+04,-1.333654785156250000e+04,-1.762904492187500000e+04,8.213885742187500000e+03,-3.458353515625000000e+04,-3.546008203125000000e+04
-1.410381640625000000e+04,-4.514898046875000000e+04,-1.343672851562500000e+04,-1.770783398437500000e+04,8.143478027343750000e+03,-3.459517968750000000e+04,-3.548661328125000000e+04
-1.417067089843750000e+04,-4.515387500000000000e+04,-1.351574218750000000e+04,-1.775910937500000000e+04,8.081653320312500000e+03,-3.460331640625000000e+04,-3.549832421875000000e+04
-1.413984765625000000e+04,-4.515682812500000000e+04,-1.347222363281250000e+04,-1.771847460937500000e+04,8.107961425781250000e+03,-3.459942578125000000e+04,-3.547992968750000000e+04
-1.405772753906250000e+04,-4.514218750000000000e+04,-1.337611132812500000e+04,-1.764366210937500000e+04,8.178972656250000000e+03,-3.457991406250000000e+04,-3.544626953125000000e+04
-1.401445410156250000e+04,-4.513579296875000000e+04,-1.333075878906250000e+04,-1.761375585937500000e+04,8.221887695312500000e+03,-3.456701562500000000e+04,-3.543804296875000000e+04
